"","INVENTORY_ID","province","notebook","class","subclass","IFN3_ID","X","Y","Forest_type","Deadwood","species_1","species_2","species_3","N","N_dead","N_alive","N_sp_1","N_sp_2","N_sp_3","CD_0_75","CD_75_125","CD_125_175","CD_175_225","CD_225_275","CD_275_325","CD_325_375","CD_375_425","CD_425_","DBHm","Dg","Do","G","G_dead","G_alive","G_sp_1","G_sp_2","G_sp_3","Hm","Ho","Fcc","slenderness","dominant_slenderness","SDI","S","S_staggered"
"490","IFN3",34,331,"A",NA,"34_331_A_1",378000,4735000,"plantation",0,25,NA,NA,484.538382301992,NA,484.538382301992,484.538382301992,NA,NA,0,0,95.4929658551372,63.6619772367581,226.353696841807,84.8826363156775,14.1471060526129,0,0,23.6007299270073,24.0749316876793,29.175,22.0570888888889,NA,22.0570888888889,22.0570888888889,NA,NA,11.0948905109489,12,"70",47.0107939257106,41.1311053984576,456.085639425643,37.8577380117672,70.4611898967297
"491","IFN3",34,332,"A",NA,"34_332_A_1",379000,4735000,"plantation",0,21,25,43,703.818526117493,NA,703.818526117493,385.508639933702,127.323954473516,190.985931710274,0,127.323954473516,159.154943091895,190.985931710274,141.471060526129,70.7355302630646,14.1471060526129,0,0,18.4979899497487,19.7022643649284,28.825,21.4576847222222,NA,21.4576847222222,16.9617659722222,2.83613125,1.6597875,10.0201005025126,11.8125,"80",54.1685909103257,40.9800520381613,480.247804905019,31.910075470516,59.3913425743538
"492","IFN3",34,333,"A",NA,"34_333_A_4C",387000,4735000,"plantation",0,25,NA,NA,159.154943091895,NA,159.154943091895,159.154943091895,NA,NA,0,127.323954473516,31.8309886183791,0,0,0,0,0,0,11.07,11.2387054414643,11.07,1.57885625,NA,1.57885625,1.57885625,NA,NA,4.7,4.7,"55",42.457091237579,42.457091237579,44.1088831311753,168.652225430043,313.897160967161
"493","IFN3",34,335,"A",NA,"34_335_A_1",376000,4734000,"natural",0,43,NA,NA,31.8309886183791,NA,31.8309886183791,31.8309886183791,NA,NA,0,0,0,31.8309886183791,0,0,0,0,0,19.85,19.85,19.85,0.98505625,NA,0.98505625,0.98505625,NA,NA,7,7,"60",35.264483627204,35.264483627204,21.9817383284297,253.207692986502,471.272618910543
"494","IFN3",34,336,"A",NA,"34_336_A_4",378000,4734000,"plantation",0,21,25,NA,689.67142006488,NA,689.67142006488,473.928052762533,215.743367302347,NA,0,0,95.4929658551372,381.971863420549,183.912378683968,28.2942121052258,0,0,0,21.0479487179487,21.2956607473604,26.6375,24.5648631944444,NA,24.5648631944444,16.9768645833333,7.58799861111111,NA,13.0307692307692,13.4375,"80",61.9099248358449,50.4458000938527,533.157793927793,28.3374265938287,52.7418937653321
"495","IFN3",34,338,"A",NA,"34_338_A_1",386000,4734000,"plantation",0,25,NA,NA,636.619772367581,NA,636.619772367581,636.619772367581,NA,NA,0,381.971863420549,190.985931710274,63.6619772367581,0,0,0,0,0,11.775,12.3317983279001,17.7375,7.6036625,NA,7.6036625,7.6036625,NA,NA,5.5,7.125,"65",46.7091295116773,40.169133192389,204.778238601161,55.6256462821896,103.530993441801
"496","IFN3",34,339,"A",NA,"34_339_A_1",387000,4734000,"plantation",1,25,NA,NA,1488.98291203751,1361.65895756399,127.323954473516,1488.98291203751,NA,NA,0,159.154943091895,604.788783749202,668.45076098596,56.5884242104517,0,0,0,0,17.2901425178147,17.6854458259258,22.8029411764706,36.5772979166667,35.6936979166667,0.8836,36.5772979166667,NA,NA,8.78978622327791,10.5,"75",50.8369795923975,46.0466916032504,854.318280631798,24.6811757223207,45.9368441110889
"497","IFN3",34,34,"A",NA,"34_34_A_4",374000,4759000,"natural",0,42,378,NA,563.479234075573,NA,563.479234075573,485.670150786202,77.809083289371,NA,0,0,63.6619772367581,159.154943091895,127.323954473516,127.323954473516,56.5884242104517,14.1471060526129,15.278874536822,25.6393673110721,26.7061741952234,37.4104519774011,31.5639358333333,NA,31.5639358333333,28.7804788888889,2.78345694444444,NA,11.20374089882,12.3050847457627,"85",43.697415629994,32.8921039317995,626.463747298667,34.2354809341289,63.7194098219952
"498","IFN3",34,340,"A",NA,"34_340_A_3C",393000,4734000,"plantation",0,25,NA,NA,509.295817894065,NA,509.295817894065,509.295817894065,NA,NA,0,509.295817894065,0,0,0,0,0,0,0,10.0125,10.0269948140009,10.5,4.021625,NA,4.021625,4.021625,NA,NA,3.75,4,"",37.4531835205993,38.0952380952381,117.531834392943,110.778365681595,206.181770773363
"500","IFN3",34,341,"A",NA,"34_341_A_1",398000,4734000,"plantation",0,25,NA,NA,212.206590789194,NA,212.206590789194,212.206590789194,NA,NA,0,0,31.8309886183791,95.4929658551372,42.4413181578388,14.1471060526129,14.1471060526129,14.1471060526129,0,22.7425,23.6461069734534,26.6772727272727,9.31897291666667,NA,9.31897291666667,9.31897291666667,NA,NA,10.1,11.5454545454545,"80",44.410245135759,43.2782416084512,194.065972325057,59.4578950482369,110.663612087744
"501","IFN3",34,342,"A",NA,"34_342_A_4C",385000,4733000,"natural",0,25,NA,NA,190.985931710274,NA,190.985931710274,190.985931710274,NA,NA,0,127.323954473516,63.6619772367581,0,0,0,0,0,0,10.8916666666667,11.0032760273172,10.8916666666667,1.81608125,NA,1.81608125,1.81608125,NA,NA,4.75,4.75,"65",43.6113236419281,43.6113236419281,51.1623502208985,152.337106222793,283.531302544968
"502","IFN3",34,343,"A",NA,"34_343_A_4",386000,4733000,"natural",0,21,45,44,700.281749604339,NA,700.281749604339,254.647908947033,381.971863420549,63.6619772367581,0,509.295817894065,95.4929658551372,95.4929658551372,0,0,0,0,0,11.4954545454545,12.1890133093104,19.3125,8.1714625,NA,8.1714625,4.4148875,2.482075,1.2745,6.04545454545455,8.125,"75",52.5899565045473,42.0711974110032,221.084664559071,46.5093453194236,86.5636454958261
"503","IFN3",34,344,"A",NA,"34_344_A_4",394000,4733000,"plantation",0,25,21,NA,1683.50562026094,NA,1683.50562026094,1492.51968855066,190.985931710274,NA,0,541.126806512444,795.774715459477,318.309886183791,28.2942121052258,0,0,0,0,14.3284663865546,14.7203231933258,20.55,28.6509576388889,NA,28.6509576388889,26.5167201388889,2.1342375,NA,7.46743697478992,8.6,"75",52.1160937488545,41.8491484184915,719.495688584362,28.3396357182026,52.7460054090856
"504","IFN3",34,345,"A",NA,"34_345_A_1",400000,4733000,"plantation",0,25,NA,NA,1188.35690841949,NA,1188.35690841949,1188.35690841949,NA,NA,0,254.647908947033,604.788783749202,286.478897565412,42.4413181578388,0,0,0,0,15.7703869047619,16.2100812345575,22.8633333333333,24.5248951388889,NA,24.5248951388889,24.5248951388889,NA,NA,8,9.2,"70",50.7279881483718,40.2391019098994,592.868550612038,31.5310711862985,58.6859361173272
"505","IFN3",34,346,"A",NA,"34_346_A_4",401000,4733000,"plantation",0,25,NA,NA,1096.4007190775,NA,1096.4007190775,1096.4007190775,NA,NA,0,381.971863420549,572.957795130823,127.323954473516,0,14.1471060526129,0,0,0,13.8308064516129,14.2518762205701,20.9161290322581,17.4905423611111,NA,17.4905423611111,17.4905423611111,NA,NA,6.54354838709677,8.53225806451613,"75",47.3114016163077,40.7927205428748,444.877278028116,35.3957697716095,65.878950682238
"506","IFN3",34,35,"A",NA,"34_35_A_4",375000,4759000,"natural",0,42,71,NA,340.237900565341,NA,340.237900565341,326.090794512728,14.1471060526129,NA,0,0,95.4929658551372,63.6619772367581,0,28.2942121052258,42.4413181578388,84.8826363156775,25.4647908947033,27.9105405405405,30.0341839373356,40.7994871794872,24.1048394722222,NA,24.1048394722222,22.8166144722222,1.288225,NA,12.5997920997921,14.8589743589744,"75",45.1434900785626,36.4195125630036,456.733001615551,36.4854596362323,67.9070920481025
"508","IFN3",34,351,"A",NA,"34_351_A_3C",385000,4730000,"plantation",0,25,NA,NA,1237.87177960363,NA,1237.87177960363,1237.87177960363,NA,NA,0,0,891.267681314614,318.309886183791,28.2942121052258,0,0,0,0,16.2454285714286,16.4905028945234,22.1185714285714,26.4382888888889,NA,26.4382888888889,26.4382888888889,NA,NA,8.04857142857143,9,"",49.5436078721047,40.68978880062,634.807951401074,31.5805478283645,58.7780225243645
"510","IFN3",34,352,"A",NA,"34_352_A_1",396000,4730000,"natural",0,43,21,NA,609.881741928143,NA,609.881741928143,318.309886183791,291.571855744352,NA,0,381.971863420549,159.154943091895,63.6619772367581,0,0,0,0,5.09295817894065,12.6951983298539,13.9508157811769,21.8955696202532,9.32255,NA,9.32255,5.28881875,4.03373125,NA,7.56576200417537,10.2721518987342,"80",59.595461272817,46.9142939731175,239.130120373149,39.4199211373446,73.368740311669
"511","IFN3",34,353,"A",NA,"34_353_A_1",397000,4730000,"natural",0,43,NA,NA,222.816920328653,NA,222.816920328653,222.816920328653,NA,NA,0,0,222.816920328653,0,0,0,0,0,0,13.8285714285714,13.8503481132116,14.3875,3.3570625,NA,3.3570625,3.3570625,NA,NA,8.07142857142857,8.875,"80",58.3677685950413,61.6854908774978,86.3572609996553,75.4844603595131,140.492411194525
"512","IFN3",34,354,"A",NA,"34_354_A_1",398000,4730000,"plantation",0,25,21,NA,703.818526117493,NA,703.818526117493,505.759041380912,198.059484736581,NA,0,0,159.154943091895,318.309886183791,212.206590789194,14.1471060526129,0,0,0,19.9293969849246,20.2886113683584,25.75625,22.7538673611111,NA,22.7538673611111,16.2109513888889,6.54291597222222,NA,11.0201005025126,12.75,"80",55.2957046861408,49.5025479252609,503.392753168772,29.5637463918016,55.0243320909455
"513","IFN3",34,355,"A",NA,"34_355_A_4C",385000,4729000,"plantation",0,25,45,NA,604.788783749202,NA,604.788783749202,477.464829275686,127.323954473516,NA,0,381.971863420549,222.816920328653,0,0,0,0,0,0,11.6605263157895,12.0705001422563,16.1375,6.92060625,NA,6.92060625,6.29650625,0.6241,NA,5.73684210526316,7.25,"75",49.1988264500113,44.9264136328428,187.96589869172,56.0867311665093,104.389169109413
"515","IFN3",34,357,"A",NA,"34_357_A_1",396000,4729000,"plantation",0,21,25,NA,106.103295394597,NA,106.103295394597,74.2723067762178,31.8309886183791,NA,0,31.8309886183791,31.8309886183791,0,14.1471060526129,28.2942121052258,0,0,0,20.2816666666667,21.5171811195922,20.2816666666667,3.85824236111111,NA,3.85824236111111,3.46761736111111,0.390625,NA,6.76666666666667,6.76666666666667,"45",33.3634645410469,33.3634645410469,83.3980097187201,143.469895016431,267.027562874318
"516","IFN3",34,358,"A",NA,"34_358_A_3C",398000,4729000,"plantation",0,25,NA,NA,534.053253486138,NA,534.053253486138,534.053253486138,NA,NA,0,0,31.8309886183791,190.985931710274,254.647908947033,56.5884242104517,0,0,0,23.1059602649007,23.3723898921681,27.85,22.9129333333333,NA,22.9129333333333,22.9129333333333,NA,NA,10.4437086092715,11.125,"",45.1991974777873,39.9461400359067,479.357319121814,38.8962468558581,72.3940726497927
"518","IFN3",34,359,"A",NA,"34_359_A_1",392000,4728000,"plantation",0,25,NA,NA,923.098669932993,NA,923.098669932993,923.098669932993,NA,NA,0,254.647908947033,541.126806512444,127.323954473516,0,0,0,0,0,14.5672413793103,14.8566628498624,19.2,16.00223125,NA,16.00223125,16.00223125,NA,NA,7.41379310344828,8.625,"70",50.8935968753699,44.921875,400.394447366749,38.1607440286513,71.0251476400287
"519","IFN3",34,36,"A",NA,"34_36_A_1",376000,4759000,"natural",0,42,NA,NA,1207.17255946946,NA,1207.17255946946,1207.17255946946,NA,NA,0,636.619772367581,254.647908947033,159.154943091895,99.0297423682904,42.4413181578388,0,5.09295817894065,10.1859163578813,15.5669987108871,19.5697193636823,38.2107344632768,36.3101825,NA,36.3101825,36.3101825,NA,NA,7.71176608461268,11.3587570621469,"75",49.5391965261697,29.7266127482146,814.833583727665,25.3387106090408,47.1606544323105
"521","IFN3",34,361,"A",NA,"34_361_A_1",377000,4727000,"plantation",0,21,26,NA,565.03541574136,NA,565.03541574136,516.369370920372,48.6660448209884,NA,0,0,63.6619772367581,127.323954473516,198.059484736581,113.176848420903,28.2942121052258,14.1471060526129,20.3718327157626,25.6263520280421,26.420204203606,35.8137096774194,30.9768955277778,NA,30.9768955277778,24.6866715277778,6.290224,NA,12.7168252378568,13.1935483870968,"80",49.6240168087178,36.8393794050755,617.43253239152,31.8860373856662,59.3466026572244
"522","IFN3",34,362,"A",NA,"34_362_A_3C",389000,4727000,"plantation",0,25,NA,NA,392.582192960009,NA,392.582192960009,392.582192960009,NA,NA,0,0,222.816920328653,127.323954473516,42.4413181578388,0,0,0,0,17.472972972973,17.7555510923935,21.6,9.72050416666667,NA,9.72050416666667,9.72050416666667,NA,NA,7.40990990990991,8.81666666666667,"5",42.4078370714102,40.8179012345679,226.68260962981,57.244040462017,106.54316441718
"524","IFN3",34,363,"A",NA,"34_363_A_1",390000,4727000,"plantation",0,25,NA,NA,983.223870656598,NA,983.223870656598,983.223870656598,NA,NA,0,0,95.4929658551372,746.259844275331,127.323954473516,14.1471060526129,0,0,0,20.031654676259,20.1975277175025,25.53125,31.5020430555556,NA,31.5020430555556,31.5020430555556,NA,NA,11.9730215827338,12.9375,"80",59.7705071110473,50.6731946144431,698.171845410348,24.6503693143747,45.8795069252368
"525","IFN3",34,364,"A",NA,"34_364_A_4",391000,4727000,"plantation",0,25,26,NA,1793.14569216869,NA,1793.14569216869,1665.82173769517,127.323954473516,NA,0,509.295817894065,700.281749604339,541.126806512444,42.4413181578388,0,0,0,0,15.7546351084813,16.1560178637866,22.8333333333333,36.7598819444444,NA,36.7598819444444,33.5052569444444,3.254625,NA,9.6439842209073,10.2833333333333,"70",61.2136311282488,45.036496350365,889.812401741384,22.9645689353407,42.7418788768264
"526","IFN3",34,365,"A",NA,"34_365_A_1",392000,4727000,"natural",0,26,NA,NA,367.824757367936,NA,367.824757367936,367.824757367936,NA,NA,0,0,63.6619772367581,63.6619772367581,155.618166578742,56.5884242104517,28.2942121052258,0,0,23.4336538461538,23.9658480968231,28.91875,16.5926763888889,NA,16.5926763888889,16.5926763888889,NA,NA,8.63942307692308,9.875,"70",36.8675885273481,34.1473957207694,343.711205427697,52.8010327519566,98.2737952891598
"527","IFN3",34,366,"A",NA,"34_366_A_4",394000,4727000,"plantation",0,23,236,25,983.223870656598,NA,983.223870656598,123.787177960363,413.802852038928,350.14087480217,0,509.295817894065,286.478897565412,159.154943091895,28.2942121052258,0,0,0,0,13.4021582733813,14.1609669730393,22.0828571428571,15.4856027777778,NA,15.4856027777778,4.60710902777778,4.432625,4.3798625,6.76258992805755,8.2,"70",50.4589618337002,37.1328761806184,394.877892595161,38.8919698786248,72.3861122982014
"528","IFN3",34,368,"A",NA,"34_368_A_1",377000,4726000,"plantation",0,26,NA,NA,604.788783749202,NA,604.788783749202,604.788783749202,NA,NA,0,0,0,350.14087480217,155.618166578742,99.0297423682904,0,0,0,22.9385964912281,23.2664404553423,29.90625,25.7130444444444,NA,25.7130444444444,25.7130444444444,NA,NA,8.48245614035088,9,"70",36.9789674952199,30.0940438871473,538.90421046901,45.1809778841325,84.0912751159163
"529","IFN3",34,369,"A",NA,"34_369_A_4",394000,4726000,"plantation",0,25,45,26,877.120575262001,NA,877.120575262001,594.178454209743,254.647908947033,28.2942121052258,0,381.971863420549,95.4929658551372,286.478897565412,84.8826363156775,28.2942121052258,0,0,0,16.0112903225806,16.9564159043879,25.36875,19.8069361111111,NA,19.8069361111111,15.75485,2.37445,1.67763611111111,8.32459677419355,10.375,"65",51.9920419059132,40.8967726040897,470.377729674449,32.5448478313702,60.5727870612231
"530","IFN3",34,37,"A",NA,"34_37_A_1",376000,4758000,"natural",0,42,71,NA,173.302049144508,NA,173.302049144508,127.323954473516,45.978094670992,NA,0,0,95.4929658551372,63.6619772367581,14.1471060526129,0,0,0,0,16.7908163265306,17.027140699723,18.4112903225806,3.94618125,NA,3.94618125,2.92035625,1.025825,NA,5.93877551020408,6.33870967741935,"85",35.3691886964448,34.4283837056505,93.5604823566164,119.838755459261,223.045056278272
"532","IFN3",34,371,"A",NA,"34_371_A_1",410000,4742000,"plantation",0,25,43,NA,2136.21301394455,NA,2136.21301394455,1467.76225295859,668.45076098596,NA,127.323954473516,1018.59163578813,636.619772367581,254.647908947033,99.0297423682904,0,0,0,0,12.9343543046358,13.7180334314057,23.7986486486487,31.5731673611111,NA,31.5731673611111,27.2971611111111,4.27600625,NA,7.22682119205298,9.48648648648649,"80",55.8730727629971,39.8614502299699,815.27527748574,22.8072188205735,42.4490173140612
"535","IFN3",34,378,"A",NA,"34_378_A_1",415000,4736000,"natural",1,71,NA,NA,307.558085583805,302.465127404864,5.09295817894065,307.558085583805,NA,NA,0,0,31.8309886183791,31.8309886183791,28.2942121052258,56.5884242104517,56.5884242104517,56.5884242104517,45.8366236104659,33.4271849126035,36.0201257566047,46.6687845303867,31.3406125,27.5692485,3.771364,31.3406125,NA,NA,19.2428702851886,21.2703488372093,"80",57.5665295641847,45.5772505139059,552.698798809415,26.8078393997267,49.8950112148287
"536","IFN3",34,379,"A",NA,"34_379_A_1",417000,4736000,"natural",0,71,NA,NA,442.380006265206,NA,442.380006265206,442.380006265206,NA,NA,0,0,190.985931710274,31.8309886183791,113.176848420903,14.1471060526129,14.1471060526129,47.5342763367794,30.5577490736439,23.953869523505,26.2207727401239,40.5851063829787,23.8878104722222,NA,23.8878104722222,23.8878104722222,NA,NA,16.6626159258075,22.0797872340426,"80",69.561270296881,54.4036697247706,477.559822649048,21.5331403295662,40.0776900448434
"537","IFN3",34,38,"A",NA,"34_38_A_4",361000,4757000,"plantation",0,21,NA,NA,1842.66056335283,NA,1842.66056335283,1842.66056335283,NA,NA,0,763.943726841098,827.605704077856,222.816920328653,28.2942121052258,0,0,0,0,14.1274472168906,14.4340903922296,20.68,30.1518569444444,NA,30.1518569444444,30.1518569444444,NA,NA,9.68176583493282,10.9714285714286,"75",68.5316015433944,53.0533296490743,763.082769903126,21.2331363884965,39.5193197942248
"538","IFN3",34,380,"A",NA,"34_380_A_1",418000,4736000,"natural",0,71,43,NA,2265.09315008385,NA,2265.09315008385,2201.4311728471,63.6619772367581,NA,0,1400.56349920868,350.14087480217,381.971863420549,99.0297423682904,28.2942121052258,0,0,5.09295817894065,13.2976703516333,14.3015157263296,27.5665760869565,36.3864833333333,NA,36.3864833333333,35.5185020833333,0.86798125,NA,10.8454187745925,15.8233695652174,"80",81.5587880268096,57.4005618808221,924.231086557654,13.2787744824224,24.7145841125264
"539","IFN3",34,381,"A",NA,"34_381_A_1",345000,4725000,"plantation",0,21,25,26,781.627609406864,NA,781.627609406864,491.611935328299,275.868568025952,14.1471060526129,0,0,254.647908947033,413.802852038928,84.8826363156775,28.2942121052258,0,0,0,19.2701357466063,19.6018987444875,26.0125,23.587725,NA,23.587725,12.2314527777778,10.2919361111111,1.06433611111111,13.3665158371041,14.6875,"90",69.3638903890859,56.4632388274868,528.986629033184,24.3529835053917,45.3260095675017
"540","IFN3",34,382,"A",NA,"34_382_A_1",346000,4725000,"plantation",0,21,43,25,1092.86394256435,NA,1092.86394256435,208.669814276041,763.943726841098,120.25040144721,0,509.295817894065,318.309886183791,95.4929658551372,141.471060526129,28.2942121052258,0,0,0,14.6580906148867,15.8169747720135,26.81875,21.4734993055556,NA,21.4734993055556,8.52370694444445,8.168725,4.78106736111111,10.6116504854369,14.125,"90",72.3944936911478,52.668375670007,524.161930863894,21.4155136240812,39.8587620774743
"541","IFN3",34,383,"A",NA,"34_383_A_4",345000,4724000,"plantation",0,21,25,NA,417.339628552081,NA,417.339628552081,290.015674078565,127.323954473516,NA,0,0,159.154943091895,159.154943091895,70.7355302630646,28.2942121052258,0,0,0,19.8398305084746,20.3416476008863,25.1445945945946,13.562875,NA,13.562875,11.22626875,2.33660625,NA,10.1694915254237,11.6351351351351,"75",51.2579556618684,46.2729080453593,299.747551331856,42.0710891860425,78.3031200484979
"542","IFN3",34,384,"A",NA,"34_384_A_1",346000,4724000,"plantation",0,21,25,NA,537.590029999291,NA,537.590029999291,300.626003618025,236.964026381266,NA,0,0,222.816920328653,286.478897565412,28.2942121052258,0,0,0,0,18.1105263157895,18.3729196817375,22.26,14.2527097222222,NA,14.2527097222222,7.88563194444444,6.36707777777778,NA,10.4967105263158,11.2571428571429,"75",57.9591688462656,50.5711718649724,327.916647430012,38.3130052933648,71.3085377856195
